STATE,Date,Home Value,Structure Cost,Land Value,Land Share (Pct),Home Price Index,Land Price Index
IN,1993,76002.65,72202.52,3800.13,0.05,0.648,0.022
IN,1993,77335.47,73468.70,3866.77,0.05,0.660,0.026
IN,1993,78707.52,74772.15,3935.38,0.05,0.671,0.032
IN,1993,80099.82,76094.82,4004.99,0.05,0.683,0.040
IN,1994,81487.01,77412.66,4074.35,0.05,0.695,0.049
IN,1994,82868.89,78725.45,4143.44,0.05,0.707,0.061
IN,1994,84262.14,80049.03,4213.11,0.05,0.719,0.074
IN,1994,85678.10,81394.20,4283.91,0.05,0.731,0.089
IN,1995,87107.41,82752.04,4355.37,0.05,0.743,0.104
IN,1995,88519.50,84093.53,4425.98,0.05,0.755,0.119
IN,1995,89940.79,85443.75,4497.04,0.05,0.767,0.135
IN,1995,91361.31,86793.25,4568.07,0.05,0.779,0.156
IN,1996,92779.60,88140.62,4638.98,0.05,0.791,0.185
IN,1996,94171.97,89463.38,4708.60,0.05,0.803,0.220
IN,1996,95505.99,90730.69,4775.30,0.05,0.815,0.262
IN,1996,96768.24,91217.54,5550.70,0.06,0.826,0.306
IN,1997,97979.35,91740.39,6238.96,0.06,0.836,0.344
IN,1997,99194.46,92307.19,6887.27,0.07,0.846,0.380
IN,1997,100444.25,92891.29,7552.95,0.08,0.857,0.417
IN,1997,101756.49,93466.29,8290.19,0.08,0.868,0.458
IN,1998,103142.67,94016.50,9126.17,0.09,0.880,0.506
IN,1998,104605.94,94538.93,10067.01,0.10,0.892,0.559
IN,1998,106136.67,95050.03,11086.64,0.10,0.905,0.616
IN,1998,107721.29,95562.16,12159.13,0.11,0.919,0.677
IN,1999,109314.49,96091.05,13223.43,0.12,0.933,0.738
IN,1999,110915.32,96643.49,14271.84,0.13,0.946,0.797
IN,1999,112527.03,97237.09,15289.94,0.14,0.960,0.855
IN,1999,114125.19,97886.40,16238.79,0.14,0.974,0.909
IN,2000,115705.35,98570.79,17134.56,0.15,0.987,0.958
IN,2000,117221.20,99367.28,17853.92,0.15,1.000,1.000
IN,2000,118683.54,100241.92,18441.62,0.16,1.012,1.035
IN,2000,120110.76,101192.27,18918.49,0.16,1.025,1.064
IN,2001,121546.91,102263.12,19283.79,0.16,1.037,1.091
IN,2001,122993.42,103282.14,19711.28,0.16,1.049,1.118
IN,2001,124457.64,104253.18,20204.46,0.16,1.062,1.148
IN,2001,125941.28,105125.62,20815.66,0.17,1.074,1.184
IN,2002,127395.12,105808.85,21586.27,0.17,1.087,1.226
IN,2002,128830.37,106380.23,22450.14,0.17,1.099,1.276
IN,2002,130289.64,106773.48,23516.15,0.18,1.111,1.338
IN,2002,131816.38,106966.42,24849.96,0.19,1.125,1.416
IN,2003,133445.21,107020.72,26424.49,0.20,1.138,1.510
IN,2003,135155.12,107146.42,28008.70,0.21,1.153,1.602
IN,2003,136948.64,107696.37,29252.27,0.21,1.168,1.675
IN,2003,138812.99,108998.47,29814.52,0.21,1.184,1.709
IN,2004,140733.25,111234.78,29498.47,0.21,1.201,1.692
IN,2004,142713.18,114107.64,28605.54,0.20,1.217,1.642
IN,2004,144694.23,117139.37,27554.85,0.19,1.234,1.583
IN,2004,146655.40,119866.34,26789.06,0.18,1.251,1.541
IN,2005,148603.83,121953.63,26650.21,0.18,1.268,1.534
IN,2005,150547.45,123594.86,26952.59,0.18,1.284,1.553
IN,2005,152495.84,125107.78,27388.07,0.18,1.301,1.580
IN,2005,154431.54,126812.09,27619.45,0.18,1.317,1.595
IN,2006,156264.53,128913.97,27350.56,0.18,1.333,1.581
IN,2006,157990.95,131197.21,26793.74,0.17,1.348,1.551
IN,2006,159580.61,133322.07,26258.55,0.16,1.361,1.522
IN,2006,160981.24,134953.19,26028.05,0.16,1.373,1.511
IN,2007,162112.19,135916.56,26195.62,0.16,1.383,1.525
IN,2007,162849.35,136544.05,26305.30,0.16,1.389,1.533
IN,2007,163122.44,137372.78,25749.66,0.16,1.392,1.503
IN,2007,162955.38,138921.23,24034.15,0.15,1.390,1.405
IN,2008,162514.90,141500.34,21014.56,0.13,1.386,1.229
IN,2008,161917.30,144579.05,17338.25,0.11,1.381,1.015
IN,2008,161342.08,147422.58,13919.50,0.09,1.376,0.815
IN,2008,160900.45,149295.09,11605.36,0.07,1.373,0.680
IN,2009,160783.38,149694.63,11088.74,0.07,1.372,0.649
IN,2009,160940.31,149060.21,11880.10,0.07,1.373,0.696
IN,2009,161278.33,148062.91,13215.42,0.08,1.376,0.774
IN,2009,161742.54,147374.39,14368.15,0.09,1.380,0.841
IN,2010,162199.81,147501.24,14698.56,0.09,1.384,0.860
IN,2010,162649.56,148407.02,14242.54,0.09,1.388,0.833
IN,2010,163080.02,149850.16,13229.87,0.08,1.391,0.774
IN,2010,163534.40,151604.73,11929.67,0.07,1.395,0.698
IN,2011,164137.08,153466.74,10670.34,0.07,1.400,0.625
IN,2011,164998.07,155268.03,9730.04,0.06,1.408,0.571
IN,2011,166106.65,156879.78,9226.87,0.06,1.417,0.541
IN,2011,167420.65,158165.75,9254.90,0.06,1.428,0.543
IN,2012,168928.77,159043.94,9884.83,0.06,1.441,0.580
IN,2012,170728.29,159661.64,11066.65,0.06,1.456,0.650
IN,2012,172818.95,160217.66,12601.30,0.07,1.474,0.740
IN,2012,175230.10,160912.41,14317.70,0.08,1.495,0.842
IN,2013,177867.62,161898.88,15968.75,0.09,1.517,0.939
IN,2013,180598.51,163140.26,17458.25,0.10,1.541,1.028
IN,2013,183339.60,164552.18,18787.42,0.10,1.564,1.107
IN,2013,186008.57,166050.09,19958.48,0.11,1.587,1.176
IN,2014,188637.03,169088.20,19548.83,0.10,1.609,1.153
IN,2014,191313.61,169162.47,22151.15,0.12,1.632,1.307
IN,2014,194086.37,172655.99,21430.38,0.11,1.656,1.266
IN,2014,196964.14,176059.18,20904.96,0.11,1.680,1.236
IN,2015,199935.71,176127.26,23808.45,0.12,1.706,1.408
IN,2015,202922.95,174330.06,28592.89,0.14,1.731,1.693
IN,2015,205904.64,175164.90,30739.74,0.15,1.757,1.821
IA,1975,25535.71,21965.36,3570.35,0.14,0.257,0.000
IA,1975,26492.32,22290.36,4201.96,0.16,0.267,0.000
IA,1975,27381.54,22581.24,4800.30,0.18,0.276,0.000
IA,1975,28231.98,22852.63,5379.35,0.19,0.285,0.000
IA,1976,29069.13,23129.32,5939.81,0.20,0.293,0.000
IA,1976,29922.31,23414.13,6508.18,0.22,0.302,0.000
IA,1976,30794.24,23739.49,7054.75,0.23,0.310,0.000
IA,1976,31675.33,24129.49,7545.84,0.24,0.319,0.000
IA,1977,32625.01,24585.29,8039.72,0.25,0.329,0.000
IA,1977,33656.63,25119.95,8536.68,0.25,0.339,0.000
IA,1977,34781.97,25690.35,9091.62,0.26,0.351,0.000
IA,1977,36002.80,26267.37,9735.43,0.27,0.363,0.001
IA,1978,37289.19,26847.63,10441.56,0.28,0.376,0.001
IA,1978,38596.60,27409.69,11186.92,0.29,0.389,0.001
IA,1978,39863.36,27995.83,11867.53,0.30,0.402,0.001
IA,1978,41069.29,28632.38,12436.91,0.30,0.414,0.001
IA,1979,42136.94,29330.87,12806.07,0.30,0.425,0.001
IA,1979,43029.68,30100.92,12928.76,0.30,0.434,0.001
IA,1979,43670.16,30919.35,12750.81,0.29,0.440,0.001
IA,1979,43993.02,31770.48,12222.54,0.28,0.443,0.001
IA,1980,44020.85,32628.38,11392.47,0.26,0.444,0.001
IA,1980,43806.75,33481.02,10325.73,0.24,0.442,0.001
IA,1980,43376.30,34288.38,9087.92,0.21,0.437,0.000
IA,1980,42779.79,35017.77,7762.02,0.18,0.431,0.000
IA,1981,42170.03,35660.14,6509.89,0.15,0.425,0.000
IA,1981,41707.15,36234.81,5472.34,0.13,0.420,0.000
IA,1981,41505.63,36806.26,4699.37,0.11,0.418,0.000
IA,1981,41568.80,37429.83,4138.96,0.10,0.419,0.000
IA,1982,41605.88,38136.86,3469.02,0.08,0.419,0.000
IA,1982,41680.64,38871.81,2808.83,0.07,0.420,0.000
IA,1982,41839.07,39552.23,2286.84,0.05,0.422,0.000
IA,1982,42206.70,40096.36,2110.33,0.05,0.425,0.000
IA,1983,42697.87,40562.98,2134.89,0.05,0.430,0.000
IA,1983,43181.50,41022.42,2159.07,0.05,0.435,0.000
IA,1983,43581.47,41402.39,2179.07,0.05,0.439,0.000
IA,1983,43898.52,41703.59,2194.93,0.05,0.442,0.000
IA,1984,44180.91,41971.87,2209.05,0.05,0.445,0.000
IA,1984,44455.05,41990.91,2464.13,0.06,0.448,0.000
IA,1984,44719.96,41843.18,2876.78,0.06,0.451,0.000
IA,1984,45001.82,41846.76,3155.07,0.07,0.454,0.000
IA,1985,45289.10,42055.52,3233.59,0.07,0.456,0.000
IA,1985,45574.83,42411.25,3163.58,0.07,0.459,0.000
IA,1985,45855.49,42827.63,3027.86,0.07,0.462,0.000
IA,1985,46114.76,43218.18,2896.58,0.06,0.465,0.000
IA,1986,46370.92,43516.94,2853.98,0.06,0.467,0.000
IA,1986,46613.46,43741.76,2871.70,0.06,0.470,0.000
IA,1986,46829.10,43931.19,2897.91,0.06,0.472,0.000
IA,1986,47012.64,44124.02,2888.62,0.06,0.474,0.000
IA,1987,47166.18,44349.51,2816.66,0.06,0.475,0.000
IA,1987,47278.02,44605.28,2672.74,0.06,0.477,0.000
IA,1987,47375.72,44876.62,2499.11,0.05,0.478,0.000
IA,1987,47526.06,45149.75,2376.30,0.05,0.479,0.000
IA,1988,47834.98,45443.23,2391.75,0.05,0.482,0.000
IA,1988,48293.36,45878.69,2414.67,0.05,0.487,0.000
IA,1988,48850.71,46408.18,2442.54,0.05,0.492,0.000
IA,1988,49459.96,46986.96,2473.00,0.05,0.499,0.000
IA,1989,50126.01,47619.71,2506.30,0.05,0.505,0.000
IA,1989,50832.77,48291.13,2541.64,0.05,0.512,0.001
IA,1989,51564.09,48985.88,2578.20,0.05,0.520,0.001
IA,1989,52295.64,49680.86,2614.78,0.05,0.527,0.001
IA,1990,53021.29,50370.23,2651.06,0.05,0.534,0.001
IA,1990,53728.67,51042.24,2686.43,0.05,0.542,0.001
IA,1990,54529.91,51803.42,2726.50,0.05,0.550,0.001
IA,1990,55304.65,52539.42,2765.23,0.05,0.557,0.002
IA,1991,56067.03,53263.68,2803.35,0.05,0.565,0.002
IA,1991,56831.35,53989.78,2841.57,0.05,0.573,0.002
IA,1991,57629.01,54747.56,2881.45,0.05,0.581,0.003
IA,1991,58495.15,55570.39,2924.76,0.05,0.590,0.004
IA,1992,59449.75,56477.26,2972.49,0.05,0.599,0.005
IA,1992,60500.59,57475.56,3025.03,0.05,0.610,0.006
IA,1992,61629.90,58548.40,3081.49,0.05,0.621,0.008
IA,1992,62842.95,59700.80,3142.15,0.05,0.633,0.010
IA,1993,64140.60,60933.57,3207.03,0.05,0.646,0.014
IA,1993,65492.78,62218.14,3274.64,0.05,0.660,0.018
IA,1993,66871.15,63527.59,3343.56,0.05,0.674,0.024
IA,1993,68222.38,64811.26,3411.12,0.05,0.688,0.031
IA,1994,69485.33,66011.07,3474.27,0.05,0.700,0.039
IA,1994,70658.73,67125.80,3532.94,0.05,0.712,0.048
IA,1994,71772.55,68183.92,3588.63,0.05,0.723,0.056
IA,1994,72850.83,69208.29,3642.54,0.05,0.734,0.063
IA,1995,73935.74,70238.95,3696.79,0.05,0.745,0.069
IA,1995,75047.85,71295.46,3752.39,0.05,0.756,0.075
IA,1995,76167.66,72359.28,3808.38,0.05,0.768,0.081
IA,1995,77263.95,73400.75,3863.20,0.05,0.779,0.088
IA,1996,78317.22,74401.36,3915.86,0.05,0.789,0.095
IA,1996,79310.99,75345.44,3965.55,0.05,0.799,0.104
IA,1996,80256.39,76243.58,4012.82,0.05,0.809,0.114
IA,1996,81176.55,77117.72,4058.83,0.05,0.818,0.129
IA,1997,82110.56,78005.04,4105.53,0.05,0.828,0.149
IA,1997,83095.75,78940.97,4154.79,0.05,0.838,0.178
IA,1997,84160.19,79952.18,4208.01,0.05,0.848,0.214
IA,1997,85335.91,81069.11,4266.80,0.05,0.860,0.259
IA,1998,86622.17,82291.06,4331.11,0.05,0.873,0.312
IA,1998,87997.77,83597.88,4399.89,0.05,0.887,0.373
IA,1998,89441.20,84969.14,4472.06,0.05,0.902,0.447
IA,1998,90919.96,85795.87,5124.09,0.06,0.916,0.541
IA,1999,92374.21,86279.58,6094.63,0.07,0.931,0.644
IA,1999,93812.18,86745.82,7066.36,0.08,0.946,0.747
IA,1999,95216.17,87272.85,7943.32,0.08,0.960,0.840
IA,1999,96588.73,87937.11,8651.61,0.09,0.974,0.915
IA,2000,97921.31,88772.45,9148.87,0.09,0.987,0.966
IA,2000,99212.37,89749.05,9463.32,0.10,1.000,1.000
IA,2000,100470.10,90759.81,9710.29,0.10,1.013,1.027
IA,2000,101697.15,91712.01,9985.13,0.10,1.025,1.058
IA,2001,102928.11,92563.18,10364.94,0.10,1.037,1.102
IA,2001,104165.54,93311.15,10854.39,0.10,1.050,1.156
IA,2001,105421.43,94053.94,11367.49,0.11,1.063,1.211
IA,2001,106712.78,94868.31,11844.47,0.11,1.076,1.263
IA,2002,108046.10,95774.76,12271.34,0.11,1.089,1.306
IA,2002,109431.59,96702.25,12729.34,0.12,1.103,1.355
IA,2002,110856.62,97480.34,13376.28,0.12,1.117,1.424
IA,2002,112299.85,97956.69,14343.17,0.13,1.132,1.528
IA,2003,113749.08,98078.64,15670.44,0.14,1.147,1.672
IA,2003,115214.57,98115.81,17098.76,0.15,1.161,1.826
IA,2003,116730.84,98461.01,18269.83,0.16,1.177,1.952
IA,2003,118310.13,99496.90,18813.23,0.16,1.192,2.011
IA,2004,119970.75,101471.02,18499.73,0.15,1.209,1.978
IA,2004,121699.79,104123.12,17576.67,0.14,1.227,1.880
IA,2004,123464.79,107047.08,16417.71,0.13,1.244,1.757
IA,2004,125242.16,109841.69,15400.47,0.12,1.262,1.649
IA,2005,126984.34,112192.55,14791.79,0.12,1.280,1.584
IA,2005,128705.17,114145.26,14559.91,0.11,1.297,1.560
IA,2005,130364.93,115826.41,14538.52,0.11,1.314,1.558
IA,2005,132002.29,117364.20,14638.09,0.11,1.331,1.570
IA,2006,133594.65,118851.37,14743.28,0.11,1.347,1.582
IA,2006,135086.12,120266.29,14819.83,0.11,1.362,1.591
IA,2006,136448.09,121543.80,14904.29,0.11,1.375,1.602
IA,2006,137678.03,122622.37,15055.66,0.11,1.388,1.620
IA,2007,138763.87,123493.12,15270.75,0.11,1.399,1.646
IA,2007,139640.49,124271.11,15369.38,0.11,1.407,1.658
IA,2007,140276.47,125151.74,15124.73,0.11,1.414,1.633
IA,2007,140650.24,126319.03,14331.21,0.10,1.418,1.549
IA,2008,140833.67,127896.19,12937.48,0.09,1.420,1.399
IA,2008,140897.87,129767.53,11130.34,0.08,1.420,1.204
IA,2008,140937.90,131754.84,9183.05,0.07,1.421,0.993
IA,2008,141028.78,133680.82,7347.96,0.05,1.421,0.795
IA,2009,141174.31,134115.59,7058.72,0.05,1.423,0.625
IA,2009,141418.00,134347.10,7070.90,0.05,1.425,0.520
IA,2009,141728.73,134642.29,7086.44,0.05,1.429,0.458
IA,2009,141987.54,134888.17,7099.38,0.05,1.431,0.421
IA,2010,142137.90,135031.01,7106.90,0.05,1.433,0.398
IA,2010,142161.61,135053.53,7108.08,0.05,1.433,0.376
IA,2010,142091.67,134987.08,7104.58,0.05,1.432,0.347
IA,2010,142123.04,135016.89,7106.15,0.05,1.433,0.312
IA,2011,142313.28,135197.61,7115.66,0.05,1.434,0.272
IA,2011,142856.93,135714.08,7142.85,0.05,1.440,0.241
IA,2011,143745.10,136557.84,7187.25,0.05,1.449,0.225
IA,2011,144909.48,137664.00,7245.47,0.05,1.461,0.223
IA,2012,146280.76,138547.99,7732.77,0.05,1.474,0.239
IA,2012,147749.35,139213.47,8535.89,0.06,1.489,0.263
IA,2012,149352.45,139816.00,9536.44,0.06,1.505,0.294
IA,2012,151102.15,140512.28,10589.87,0.07,1.523,0.327
IA,2013,152966.52,141422.73,11543.78,0.08,1.542,0.357
IA,2013,154906.61,142521.82,12384.79,0.08,1.561,0.383
IA,2013,156819.52,143747.22,13072.30,0.08,1.581,0.404
IA,2013,158666.93,145036.43,13630.50,0.09,1.599,0.422
IA,2014,160431.70,147682.26,12749.44,0.08,1.617,0.395
IA,2014,162149.67,147738.27,14411.40,0.09,1.634,0.446
IA,2014,163916.38,150780.09,13136.28,0.08,1.652,0.407
IA,2014,165756.90,153744.30,12012.60,0.07,1.671,0.372
IA,2015,167724.84,153794.86,13929.98,0.08,1.691,0.432
IA,2015,169823.23,152215.50,17607.73,0.10,1.712,0.546
IA,2015,172027.25,152933.91,19093.34,0.11,1.734,0.593
KS,1975,24948.04,23700.64,1247.40,0.05,0.235,0.000
KS,1975,25542.75,24265.61,1277.14,0.05,0.241,0.000
KS,1975,26157.42,24849.55,1307.87,0.05,0.247,0.000
KS,1975,26791.87,25452.28,1339.59,0.05,0.253,0.000
KS,1976,27465.39,26092.12,1373.27,0.05,0.259,0.000
KS,1976,28177.25,26768.38,1408.86,0.05,0.266,0.000
KS,1976,28957.72,27509.84,1447.89,0.05,0.273,0.000
KS,1976,29837.64,28345.75,1491.88,0.05,0.281,0.000
KS,1977,30822.47,29281.35,1541.12,0.05,0.290,0.000
KS,1977,31899.73,30040.12,1859.61,0.06,0.301,0.001
KS,1977,33033.07,30567.51,2465.56,0.07,0.311,0.001
KS,1977,34212.70,31103.02,3109.68,0.09,0.322,0.001
KS,1978,35416.29,31657.30,3758.98,0.11,0.334,0.001
KS,1978,36633.58,32240.43,4393.15,0.12,0.345,0.001
KS,1978,37853.38,32878.35,4975.03,0.13,0.357,0.002
KS,1978,39037.52,33593.00,5444.52,0.14,0.368,0.002
KS,1979,40178.91,34391.04,5787.87,0.14,0.379,0.002
KS,1979,41268.92,35246.73,6022.19,0.15,0.389,0.002
KS,1979,42293.63,36110.38,6183.25,0.15,0.399,0.002
KS,1979,43226.87,36936.16,6290.72,0.15,0.407,0.002
KS,1980,44052.50,37688.43,6364.07,0.14,0.415,0.002
KS,1980,44743.04,38377.41,6365.63,0.14,0.422,0.002
KS,1980,45286.77,39021.81,6264.97,0.14,0.427,0.002
KS,1980,45698.77,39640.83,6057.93,0.13,0.431,0.002
KS,1981,46032.18,40260.45,5771.73,0.13,0.434,0.002
KS,1981,46421.95,40907.09,5514.85,0.12,0.438,0.002
KS,1981,46832.59,41623.54,5209.05,0.11,0.441,0.002
KS,1981,47248.53,42448.97,4799.56,0.10,0.445,0.002
KS,1982,47620.29,43400.16,4220.13,0.09,0.449,0.001
KS,1982,47993.62,44402.93,3590.69,0.07,0.452,0.001
KS,1982,48390.80,45360.97,3029.83,0.06,0.456,0.001
KS,1982,48807.85,46177.70,2630.16,0.05,0.460,0.001
KS,1983,49243.27,46778.12,2465.15,0.05,0.464,0.001
KS,1983,49661.02,47177.97,2483.05,0.05,0.468,0.001
KS,1983,50008.09,47507.69,2500.40,0.05,0.471,0.001
KS,1983,50320.20,47804.19,2516.01,0.05,0.474,0.001
KS,1984,50603.58,48073.40,2530.18,0.05,0.477,0.001
KS,1984,50872.55,48328.92,2543.63,0.05,0.479,0.001
KS,1984,51162.70,48604.57,2558.14,0.05,0.482,0.001
KS,1984,51521.58,48945.50,2576.08,0.05,0.486,0.001
KS,1985,51964.27,49366.06,2598.21,0.05,0.490,0.002
KS,1985,52485.88,49861.59,2624.29,0.05,0.495,0.002
KS,1985,53080.54,50426.51,2654.03,0.05,0.500,0.002
KS,1985,53737.20,51050.34,2686.86,0.05,0.506,0.002
KS,1986,54437.52,51715.65,2721.88,0.05,0.513,0.002
KS,1986,55136.19,52379.38,2756.81,0.05,0.520,0.003
KS,1986,55813.03,53022.38,2790.65,0.05,0.526,0.003
KS,1986,56449.50,53627.03,2822.48,0.05,0.532,0.003
KS,1987,57032.36,54180.74,2851.62,0.05,0.538,0.004
KS,1987,57541.16,54664.10,2877.06,0.05,0.542,0.004
KS,1987,57958.19,55060.28,2897.91,0.05,0.546,0.004
KS,1987,58321.87,55405.78,2916.09,0.05,0.550,0.005
KS,1988,58687.32,55752.96,2934.37,0.05,0.553,0.005
KS,1988,59067.00,56113.65,2953.35,0.05,0.557,0.005
KS,1988,59459.75,56486.76,2972.99,0.05,0.560,0.005
KS,1988,59879.87,56885.88,2993.99,0.05,0.564,0.005
KS,1989,60301.27,57286.21,3015.06,0.05,0.568,0.006
KS,1989,60724.41,57606.96,3117.45,0.05,0.572,0.006
KS,1989,61104.53,57852.79,3251.73,0.05,0.576,0.006
KS,1989,61427.90,58085.65,3342.24,0.05,0.579,0.006
KS,1990,61686.06,58308.03,3378.03,0.05,0.581,0.006
KS,1990,61894.21,58528.60,3365.61,0.05,0.583,0.006
KS,1990,62031.59,58749.97,3281.62,0.05,0.585,0.006
KS,1990,62171.08,58976.46,3194.62,0.05,0.586,0.006
KS,1991,62344.14,59210.30,3133.84,0.05,0.588,0.006
KS,1991,62575.00,59446.25,3128.75,0.05,0.590,0.006
KS,1991,62914.16,59768.45,3145.71,0.05,0.593,0.006
KS,1991,63395.42,60225.65,3169.77,0.05,0.597,0.007
KS,1992,63996.41,60796.59,3199.82,0.05,0.603,0.007
KS,1992,64707.61,61472.23,3235.38,0.05,0.610,0.009
KS,1992,65540.46,62263.44,3277.02,0.05,0.618,0.010
KS,1992,66482.06,63157.96,3324.10,0.05,0.627,0.012
KS,1993,67535.85,64159.06,3376.79,0.05,0.637,0.015
KS,1993,68708.94,65273.49,3435.45,0.05,0.648,0.019
KS,1993,69987.08,66487.73,3499.35,0.05,0.660,0.024
KS,1993,71329.49,67763.01,3566.47,0.05,0.672,0.030
KS,1994,72689.46,69054.98,3634.47,0.05,0.685,0.038
KS,1994,74023.09,70321.94,3701.15,0.05,0.698,0.047
KS,1994,75303.11,71537.96,3765.16,0.05,0.710,0.057
KS,1994,76552.05,72724.45,3827.60,0.05,0.721,0.068
KS,1995,77794.80,73905.06,3889.74,0.05,0.733,0.080
KS,1995,79020.62,75069.59,3951.03,0.05,0.745,0.094
KS,1995,80221.31,76210.25,4011.07,0.05,0.756,0.110
KS,1995,81381.40,77312.33,4069.07,0.05,0.767,0.126
KS,1996,82479.94,78355.94,4124.00,0.05,0.777,0.142
KS,1996,83523.27,79347.10,4176.16,0.05,0.787,0.158
KS,1996,84521.44,80295.37,4226.07,0.05,0.797,0.177
KS,1996,85522.25,81246.14,4276.11,0.05,0.806,0.201
KS,1997,86607.79,82123.19,4484.60,0.05,0.816,0.238
KS,1997,87835.03,82360.15,5474.89,0.06,0.828,0.291
KS,1997,89201.28,82579.89,6621.40,0.07,0.841,0.352
KS,1997,90681.13,82838.02,7843.11,0.09,0.855,0.418
KS,1998,92247.39,83183.72,9063.67,0.10,0.869,0.485
KS,1998,93879.02,83578.36,10300.67,0.11,0.885,0.552
KS,1998,95589.56,83996.16,11593.40,0.12,0.901,0.622
KS,1998,97331.04,84402.84,12928.20,0.13,0.917,0.695
KS,1999,98986.04,84778.85,14207.19,0.14,0.933,0.765
KS,1999,100510.03,85157.99,15352.04,0.15,0.947,0.828
KS,1999,101928.84,85591.45,16337.39,0.16,0.961,0.882
KS,1999,103301.28,86129.79,17171.49,0.17,0.974,0.928
KS,2000,104694.66,86772.34,17922.32,0.17,0.987,0.967
KS,2000,106103.40,87588.03,18515.37,0.17,1.000,1.000
KS,2000,107531.18,88506.61,19024.57,0.18,1.013,1.029
KS,2000,108984.70,89494.50,19490.20,0.18,1.027,1.057
KS,2001,110488.95,90569.90,19919.06,0.18,1.041,1.086
KS,2001,112041.22,91560.09,20481.13,0.18,1.056,1.119
KS,2001,113591.96,92470.18,21121.78,0.19,1.071,1.156
KS,2001,115110.91,93252.10,21858.81,0.19,1.085,1.198
KS,2002,116569.22,93828.77,22740.45,0.20,1.099,1.245
KS,2002,118003.19,94283.74,23719.44,0.20,1.112,1.299
KS,2002,119450.16,94583.60,24866.56,0.21,1.126,1.363
KS,2002,120930.82,94732.06,26198.76,0.22,1.140,1.438
KS,2003,122452.37,94802.10,27650.27,0.23,1.154,1.521
KS,2003,124028.89,94986.78,29042.12,0.23,1.169,1.599
KS,2003,125697.29,95598.53,30098.77,0.24,1.185,1.659
KS,2003,127407.80,96928.91,30478.89,0.24,1.201,1.681
KS,2004,129144.76,99135.83,30008.93,0.23,1.217,1.655
KS,2004,130872.84,101953.47,28919.36,0.22,1.233,1.596
KS,2004,132576.79,104945.94,27630.85,0.21,1.250,1.526
KS,2004,134294.99,107692.40,26602.59,0.20,1.266,1.470
KS,2005,136056.98,109874.32,26182.66,0.19,1.282,1.447
KS,2005,137880.00,111586.50,26293.50,0.19,1.299,1.455
KS,2005,139765.74,113024.26,26741.48,0.19,1.317,1.480
KS,2005,141703.09,114383.55,27319.54,0.19,1.336,1.514
KS,2006,143650.63,115793.17,27857.46,0.19,1.354,1.544
KS,2006,145522.19,117219.41,28302.78,0.19,1.372,1.570
KS,2006,147314.95,118527.74,28787.21,0.20,1.388,1.599
KS,2006,148958.50,119597.83,29360.66,0.20,1.404,1.634
KS,2007,150389.98,120407.07,29982.91,0.20,1.417,1.673
KS,2007,151522.60,121112.92,30409.69,0.20,1.428,1.699
KS,2007,152287.98,122038.10,30249.89,0.20,1.435,1.693
KS,2007,152682.38,123477.15,29205.23,0.19,1.439,1.637
KS,2008,152787.85,125592.18,27195.67,0.18,1.440,1.526
KS,2008,152718.08,127998.75,24719.33,0.16,1.439,1.389
KS,2008,152593.99,130185.23,22408.76,0.15,1.438,1.260
KS,2008,152546.48,131638.13,20908.35,0.14,1.438,1.176
KS,2009,152581.20,132011.18,20570.02,0.13,1.438,1.158
KS,2009,152627.71,131630.22,20997.49,0.14,1.438,1.182
KS,2009,152676.62,130987.28,21689.34,0.14,1.439,1.222
KS,2009,152602.29,130574.59,22027.70,0.14,1.438,1.241
KS,2010,152309.63,130741.69,21567.94,0.14,1.435,1.213
KS,2010,151886.35,131491.12,20395.23,0.13,1.431,1.148
KS,2010,151257.68,132607.84,18649.83,0.12,1.426,1.050
KS,2010,150620.26,133907.15,16713.11,0.11,1.420,0.942
KS,2011,150196.67,135252.51,14944.16,0.10,1.416,0.845
KS,2011,150229.03,136574.70,13654.32,0.09,1.416,0.773
KS,2011,150698.13,137893.24,12804.88,0.08,1.420,0.725
KS,2011,151515.78,139210.41,12305.37,0.08,1.428,0.698
KS,2012,152606.71,140524.64,12082.07,0.08,1.438,0.685
KS,2012,153882.81,141841.06,12041.75,0.08,1.450,0.684
KS,2012,155294.62,143154.54,12140.08,0.08,1.464,0.690
KS,2012,156776.89,144462.77,12314.13,0.08,1.478,0.700
KS,2013,158387.78,145764.42,12623.36,0.08,1.493,0.718
KS,2013,160256.71,147061.37,13195.34,0.08,1.510,0.751
KS,2013,162275.35,148355.92,13919.43,0.09,1.529,0.793
KS,2013,164386.35,149650.21,14736.14,0.09,1.549,0.840
KS,2014,166545.59,152386.25,14159.34,0.09,1.570,0.808
KS,2014,168608.70,152451.86,16156.85,0.10,1.589,0.923
KS,2014,170603.66,155597.54,15006.12,0.09,1.608,0.858
KS,2014,172660.71,158662.08,13998.64,0.08,1.627,0.801
KS,2015,174848.50,158721.67,16126.83,0.09,1.648,0.924
KS,2015,177158.64,157101.88,20056.76,0.11,1.670,1.150
KS,2015,179614.80,157854.40,21760.41,0.12,1.693,1.249
KY,1975,24038.27,22836.36,1201.91,0.05,0.222,0.000
KY,1975,24512.21,23286.60,1225.61,0.05,0.226,0.000
KY,1975,24956.11,23708.30,1247.81,0.05,0.230,0.000
KY,1975,25342.79,23934.17,1408.62,0.06,0.234,0.000
